번호,k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",주소(시군구),k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-연면적,k-주거전용면적,주차대수
1071,A13824003,한신코아,아파트,송파구,복도식,중앙난방,1,493,34950,23856,350
1082,A13881603,거여현대1차,아파트,송파구,계단식,지역난방,5,497,55661,41111,615
1107,A13820004,가락1차현대아파트 ,아파트,송파구,계단식,지역난방,8,514,67952,54728,257
1133,A13821004,송파파인타운7단지,아파트,송파구,혼합식,개별난방,6,537,68286,35109,576
1144,A13820005,문정건영,아파트,송파구,계단식,지역난방,5,545,66903,45794,453
1145,A13821005,송파파인타운10단지,아파트,송파구,혼합식,개별난방,9,545,58786,30048,552
1146,A13811203,거여4단지,아파트,송파구,복도식,지역난방,6,546,43711,27347,312
1157,A13816202,가락극동,아파트,송파구,혼합식,중앙난방,7,555,74866,61628,821
1158,A13822902,잠실우성4차,아파트,송파구,혼합식,지역난방,7,555,60447,54655,110
1160,A13887405,풍납 현대리버빌1차,아파트,송파구,혼합식,지역난방,7,557,82390,48459,633
1187,A13885102,한양아파트,아파트,송파구,,지역난방,6,576,76553,67217,542
1211,A13811204,거여3단지,아파트,송파구,복도식,지역난방,5,598,52376,28027,430
1222,A13811205,거여5단지,아파트,송파구,혼합식,지역난방,6,605,61834,38307,443
1264,A13881103,삼환가락,아파트,송파구,혼합식,지역난방,9,648,78364,62234,650
1278,A13811001,거여6단지,아파트,송파구,복도식,지역난방,5,660,47208,25582,304
1288,A13881204,가락프라자,아파트,송파구,계단식,지역난방,11,672,92094,76877,682
1314,A13821006,송파파인타운8단지,아파트,송파구,혼합식,개별난방,5,700,72535,34503,706
1322,A13804004,풍납현대,아파트,송파구,계단식,지역난방,6,708,77537,57950,381
1347,A13822301,갤러리아팰리스,주상복합,송파구,혼합식,지역난방,3,741,265792,109303,0
1349,A13885304,송파한양2차,아파트,송파구,계단식,지역난방,10,744,98678,80631,862
1354,A13813008,오금대림,아파트,송파구,계단식,지역난방,7,749,94110,78314,755
1355,A13886009,상아2차아파트,아파트,송파구,혼합식,지역난방,6,750,62753,46918,500
1359,A13883602,방이코오롱,아파트,송파구,계단식,지역난방,6,758,83235,64370,589
1378,A13887302,풍납동아한가람,아파트,송파구,계단식,개별난방,7,782,95001,63979,668
1393,A13821007,송파파인타운9단지,아파트,송파구,혼합식,개별난방,7,796,81605,38577,822
1420,A13880406,가락우성1차,아파트,송파구,혼합식,지역난방,7,839,73785,55919,472
1449,A13804206,풍납한강극동,아파트,송파구,혼합식,개별난방,9,895,105425,75358,877
1462,A13880407,가락금호,아파트,송파구,혼합식,지역난방,8,915,105825,66271,738
1463,A13881005,가락래미안파크팰리스,아파트,송파구,혼합식,지역난방,14,919,149684,78446,1209
1468,A13885306,가락삼익맨션,아파트,송파구,계단식,지역난방,14,936,118773,98770,970
1505,A13811206,거여1단지,아파트,송파구,복도식,지역난방,6,1004,78125,48410,577
1583,A13813010,오금현대아파트,아파트,송파구,계단식,지역난방,21,1316,202978,166664,1753
1584,A13820007,문정시영,아파트,송파구,복도식,지역난방,10,1316,81117,50581,329
1595,A13822701,잠실아시아선수촌,아파트,송파구,계단식,지역난방,18,1356,236718,189532,1379
1650,A13820006,문정래미안,아파트,송파구,계단식,지역난방,31,1696,381065,211279,3258
1663,A13822702,잠실우성123차,아파트,송파구,혼합식,지역난방,26,1842,233187,201359,2434
1688,A13880806,가락쌍용1차,아파트,송파구,계단식,중앙난방,14,2064,248144,149238,2022
1724,A13822001,잠실레이크팰리스,아파트,송파구,계단식,지역난방,35,2678,492205,258282,4110
1738,A13824005,신천장미1차2차,아파트,송파구,혼합식,지역난방,31,3402,412227,320136,0
1743,A13822002,잠실동트리지움,아파트,송파구,계단식,지역난방,46,3696,597873,319527,4
1749,A13820201,올림픽훼밀리타운,아파트,송파구,계단식,지역난방,56,4494,667132,537573,4245
1751,A13805002,올림픽선수기자촌아파트,아파트,송파구,혼합식,지역난방,122,5540,854994,589196,7900
1752,A13822003,잠실리센츠,아파트,송파구,혼합식,지역난방,65,5563,935053,447330,7451
1753,A13822004,잠실엘스아파트 ,아파트,송파구,계단식,지역난방,72,5678,935380,470140,0
1755,A13824006,잠실파크리오,아파트,송파구,계단식,지역난방,66,6864,1142141,597298,9486
1759,A13879102,잠실5단지아파트,아파트,송파구,복도식,지역난방,30,3930,455033,310409,
1775,A13876108,송파파인타운6단지,아파트,송파구,혼합식,개별난방,7,564,72224,42286,619
1789,A13812004,마천우방,아파트,송파구,혼합식,개별난방,4,247,33397,17512,266
1812,A13876109,송파파인타운2단지,아파트,송파구,혼합식,개별난방,9,374,43249,22523,395
1816,A13872502,롯데캐슬골드,주상복합,송파구,복도식,중앙난방,2,400,243461,69171,1098
1857,A13877501,송파삼성래미안,아파트,송파구,계단식,지역난방,13,845,158011,84617,1382
1863,A13876110,송파파인타운3단지,아파트,송파구,계단식,개별난방,10,625,91404,53094,717
1960,A13895501,송파성원상떼빌,주상복합,송파구,계단식,개별난방,2,324,68203,37765,716
1968,A13895503,한화오벨리스크,주상복합,송파구,복도식,개별난방,1,160,11418,4704,114
1998,A13876111,송파파인타운1단지,아파트,송파구,계단식,개별난방,7,221,31808,18773,261
2126,A13812005,송파파크데일2단지,아파트,송파구,혼합식,개별난방,13,889,116107,60280,942
2131,A13881701,송파파크데일1단지,아파트,송파구,혼합식,개별난방,15,812,105770,57033,891
2171,A13817001,래미안송파파인탑,아파트,송파구,계단식,지역난방,9,794,117966,54704,955
2962,A13872503,잠실푸르지오월드마크,주상복합,송파구,타워형,지역난방,2,288,62328,32392,502
3241,A13876113,송파더센트레아파트,아파트,송파구,계단식,지역난방,12,1139,130137,62699,1198
3321,A13876114,송파꿈에그린아파트,아파트,송파구,계단식,지역난방,22,1810,229029,116176,2075
6461,A10027881,석촌호수 효성해링턴타워,도시형 생활주택(주상복합),송파구,복도식,개별난방,1,257,13056,4444,234
6541,A10027744,위례아이파크아파트,주상복합,송파구,계단식,지역난방,6,400,82425,38890,663
6562,A10028086,위례 송파푸르지오,아파트,송파구,계단식,지역난방,7,549,125353,59597,1103
7042,A10027461,힐스테이트 송파위례아파트,아파트,송파구,계단식,지역난방,8,490,111137,50110,855
7043,A10027632,송파 와이즈더샵,아파트,송파구,계단식,지역난방,6,390,75116,37823,631
7141,A10027346,파크하비오푸르지오아파트,아파트,송파구,혼합식,지역난방,10,999,169516,87609,1401
7161,A10027553,위례2차아이파크아파트,아파트,송파구,계단식,지역난방,7,495,116553,49502,873
10244,A13872504,장미3차,아파트,송파구,계단식,개별난방,2,120,19331,16099,141
15401,A10027195,위례중앙푸르지오아파트,아파트,송파구,계단식,지역난방,2,163,40463,15904,338
18421,A10026734,송파레미니스아파트,아파트,송파구,혼합식,개별난방,5,575,69081,31914,575
18481,A10026682,위례포레샤인아파트,아파트,송파구,혼합식,지역난방,23,2200,261685,121619,2334
19381,A10026362,송파호반베르디움더퍼스트,아파트,송파구,계단식,개별난방,3,220,48125,22322,400
20041,A10026249,송파레미니스2단지,아파트,송파구,계단식,개별난방,7,818,95868,47420,886
20721,A10025850,헬리오시티아파트,아파트,송파구,혼합식,지역난방,84,9510,971190,734781,12096
21061,A10025657,송파 두산위브아파트,아파트,송파구,계단식,개별난방,2,269,35328,17484,271
21181,A10025632,송파해모로아파트,,송파구,복도식,개별난방,3,114,18185,10782,156
40004,A10025185,잠실올림픽공원아이파크,아파트,송파구,계단식,지역난방,7,697,113285,49378,941
40082,A10024787,이편한세상 송파파크센트럴,아파트,송파구,혼합식,지역난방,12,1199,180054,88022,1450
40130,A10024577,위례포레샤인18단지,,송파구,계단식,지역난방,13,685,101048,53534,863
40145,A10024492,위례포레샤인13단지아파트,,송파구,복도식,지역난방,8,560,66974,29344,584
11,A15809001,신월대방샤인힐,아파트,양천구,계단식,개별난방,3,150,17033,10679,149
23,A15881701,목동금강에스쁘아,아파트,양천구,계단식,지역난방,1,153,19081,11861,159
26,A15886501,신정학마을3단지,아파트,양천구,계단식,지역난방,3,153,24603,12978,211
32,A15805101,목동대원칸타빌,아파트,양천구,계단식,개별난방,1,154,26204,13648,202
36,A15881702,목동성원,아파트,양천구,계단식,개별난방,2,155,22553,12520,176
40,A15884901,유원목동,아파트,양천구,계단식,지역난방,2,156,16977,13110,0
116,A15809401,신월2차보람쉬움,아파트,양천구,계단식,개별난방,3,169,20416,11777,171
119,A15883101,신월성원,아파트,양천구,복도식,개별난방,1,170,22424,12115,145
127,A15807601,목동삼성쉐르빌2차,주상복합,양천구,계단식,지역난방,1,170,50098,24935,395
135,A15805102,목동현대아이파크,아파트,양천구,계단식,개별난방,4,171,22813,13819,197
136,A15882201,신월수명산SK-VIEW,아파트,양천구,계단식,개별난방,3,171,34530,19723,296
162,A15882103,목동진도2차,아파트,양천구,혼합식,지역난방,1,179,24398,14211,204
176,A15882104,목동진도1차,아파트,양천구,혼합식,지역난방,2,182,25434,14323,212
179,A15809201,신도신월1차,아파트,양천구,혼합식,개별난방,3,182,22236,14489,198
197,A15886402,신정대성유니드아파트2차,아파트,양천구,계단식,개별난방,2,186,21041,13421,187
205,A15809601,신월대주파크빌,아파트,양천구,계단식,개별난방,3,189,22570,13429,182
259,A15805105,목동성원,아파트,양천구,계단식,지역난방,2,200,24523,16137,0
265,A15883702,신월서울가든,아파트,양천구,복도식,개별난방,3,200,24595,18792,218
291,A15807202,신정명지해드는터,아파트,양천구,계단식,지역난방,2,205,22711,18007,249
299,A15881601,목동극동늘푸른,아파트,양천구,혼합식,지역난방,2,206,28282,16883,212
317,A15882006,목동현대2차,아파트,양천구,계단식,지역난방,1,209,23984,15756,167
320,A15885303,신정대림,아파트,양천구,계단식,지역난방,2,210,22743,17824,160
351,A15883803,신월대림,아파트,양천구,계단식,개별난방,2,215,28844,17367,234
353,A15809502,수명산롯데캐슬,아파트,양천구,계단식,개별난방,3,215,30800,17459,235
364,A15807204,신정현대,아파트,양천구,복도식,지역난방,1,217,28671,18399,212
385,A15882107,목동금호1차,아파트,양천구,혼합식,지역난방,2,224,28280,16932,239
413,A15807205,롯데캐슬,아파트,양천구,계단식,지역난방,4,230,40695,20553,420
430,A15809402,신월삼정그린뷰,아파트,양천구,계단식,개별난방,3,236,23196,18834,253
449,A15805501,목동부영그린타운2차,주상복합,양천구,계단식,지역난방,1,240,93097,35975,480
457,A15882008,목동현대1차,아파트,양천구,계단식,지역난방,3,242,26145,17495,198
532,A15805109,목동대림2차,아파트,양천구,계단식,지역난방,2,262,29448,22223,207
552,A15885306,신정쌍용,아파트,양천구,계단식,지역난방,2,270,29990,22853,180
566,A15805301,목동부영그린타운3차,주상복합,양천구,복도식,지역난방,1,276,88507,40991,435
573,A15805202,목동e-편한세상,아파트,양천구,계단식,개별난방,8,276,63149,35724,542
580,A15882010,목동삼익,주상복합,양천구,혼합식,지역난방,3,277,48913,22371,263
585,A15885307,신정청구아파트,아파트,양천구,계단식,지역난방,5,279,34218,23711,180
597,A15809403,신월대성유니드,아파트,양천구,계단식,개별난방,5,283,37342,22962,310
633,A15807001,경남아너스빌,아파트,양천구,계단식,지역난방,4,292,49999,26722,0
660,A15805203,목동건영,아파트,양천구,계단식,지역난방,4,299,36070,25210,238
683,A15807603,삼성쉐르빌1 아파트,주상복합,양천구,계단식,지역난방,3,312,112140,57389,0
697,A15805502,목동트윈빌,주상복합,양천구,타워형,지역난방,1,321,96516,48147,682
702,A15807701,신정세양청마루,아파트,양천구,계단식,개별난방,7,326,44744,25878,350
716,A15880204,목동우성,아파트,양천구,계단식,지역난방,4,332,38412,28057,339
761,A15807702,목동2차삼성래미안,아파트,양천구,혼합식,지역난방,6,353,49804,27498,409
785,A15886504,신정5차현대,아파트,양천구,혼합식,지역난방,5,361,68755,38338,593
805,A15805403,목동금호어울림,아파트,양천구,계단식,지역난방,7,371,68306,37957,570
855,A15886505,신정푸른마을4단지,아파트,양천구,계단식,지역난방,6,390,56348,33117,466
859,A15807306,신정e-편한세상,아파트,양천구,계단식,개별난방,6,391,63171,34951,502
920,A15807208,목동삼성래미안,아파트,양천구,계단식,지역난방,4,420,57653,40188,500
931,A15805302,목동2차성원아파트,아파트,양천구,혼합식,개별난방,4,423,59210,32697,463
962,A15884202,신월신안약수,아파트,양천구,복도식,개별난방,5,440,43192,34843,412
966,A15886507,신정푸른마을3단지,아파트,양천구,혼합식,지역난방,6,440,53299,29868,421
974,A15809603,벽산블루밍1단지2단지,아파트,양천구,계단식,개별난방,7,444,41796,33271,451
1025,A15886508,신정푸른마을2단지,아파트,양천구,혼합식,지역난방,5,470,47546,26542,374
1054,A15809702,신월신안파크,아파트,양천구,계단식,개별난방,11,485,37202,27940,0
1055,A15883201,양천벽산블루밍,아파트,양천구,계단식,개별난방,6,485,60660,36579,497
1077,A15880905,목동금호베스트빌,아파트,양천구,혼합식,지역난방,5,495,78151,47483,23
1102,A15886510,신정학마을2단지,아파트,양천구,복도식,지역난방,4,510,47601,22974,0
1104,A15805404,목동대원칸타빌23단지,아파트,양천구,계단식,개별난방,6,511,81568,46977,659
1106,A15805111,목동현대하이페리온2차,아파트,양천구,계단식,지역난방,4,576,136860,80901,1143
1132,A15807311,신트리3단지,아파트,양천구,혼합식,지역난방,8,537,84727,45494,672
1205,A15807210,신정동아이파크,아파트,양천구,혼합식,지역난방,7,590,99985,54657,845
1253,A15886512,신정학마을1단지,아파트,양천구,혼합식,지역난방,6,639,61997,33459,467
1309,A15807313,신트리2단지,아파트,양천구,복도식,지역난방,4,698,49084,25449,365
1315,A15885514,신정6차현대,아파트,양천구,혼합식,개별난방,7,703,98563,56961,809
1371,A15807315,신정동일하이빌,아파트,양천구,계단식,개별난방,11,770,139670,75649,1105
1427,A15807316,신트리4단지,아파트,양천구,혼합식,지역난방,8,845,76514,45839,502
1437,A15805114,목동현대하이페리온,주상복합,양천구,혼합식,지역난방,2,466,258738,74805,1192
1485,A15807211,목동현대아파트,아파트,양천구,계단식,지역난방,6,972,134119,88276,1262
1499,A15807002,신트리1단지,아파트,양천구,복도식,지역난방,9,997,90538,54011,566
1521,A15805303,목동롯데캐슬위너,아파트,양천구,계단식,지역난방,13,1067,170280,98234,1419
1541,A15807703,목동우성2차,아파트,양천구,계단식,지역난방,12,1140,156714,109100,1700
1542,A15807704,목동2차우성임대,아파트,양천구,복도식,지역난방,3,1140,61150,37346,330
1593,A15807604,목동8단지,아파트,양천구,혼합식,지역난방,12,1352,128390,90956,852
1603,A15805503,목동4단지,아파트,양천구,혼합식,지역난방,16,1382,133219,103837,745
1620,A15805002,목동한신청구,아파트,양천구,계단식,지역난방,15,1512,180262,128165,1359
1630,A15805003,목동3단지,아파트,양천구,혼합식,지역난방,30,1588,196853,147593,1199
1633,A15807705,목동11단지,아파트,양천구,혼합식,지역난방,19,1595,140912,95054,1100
1665,A15805504,목동5단지,아파트,양천구,혼합식,지역난방,36,1848,228521,180001,1444
1666,A15807706,목동12단지,아파트,양천구,혼합식,지역난방,26,1860,161791,125285,873
1684,A15807101,목동9단지,아파트,양천구,혼합식,지역난방,32,2030,250050,196594,2466
1698,A15884703,신월시영아파트,아파트,양천구,복도식,지역난방,20,2256,161114,113035,1
1700,A15807605,목동13단지,아파트,양천구,혼합식,지역난방,33,2280,275572,212309,1625
1714,A15805115,목동7단지,아파트,양천구,혼합식,지역난방,34,2550,244025,184875,1285
1729,A15807707,신정양천,아파트,양천구,복도식,지역난방,16,2995,176355,108148,0
1732,A15807606,목동14단지,아파트,양천구,혼합식,지역난방,34,3100,331864,261764,1875
1785,A15875101,목동1단지,아파트,양천구,혼합식,지역난방,34,1882,219212,169924,1104
1843,A15875102,목동2단지,아파트,양천구,혼합식,지역난방,37,1640,207571,163931,1
1880,A15870101,목동트라팰리스,주상복합,양천구,계단식,지역난방,4,522,219125,71992,1120
1923,A15873701,목동10단지,아파트,양천구,혼합식,지역난방,34,2160,236932,187966,1411
1962,A15875103,목동6단지,아파트,양천구,복도식,지역난방,15,1362,142544,101726,750
1977,A15870102,목동현대A,아파트,양천구,복도식,지역난방,2,542,29128,17756,193
2008,A15873902,양천중앙하이츠,아파트,양천구,계단식,개별난방,4,241,55935,31572,486
2031,A15883202,양천롯데캐슬,아파트,양천구,계단식,개별난방,5,317,48822,23438,330
2044,A15876402,신정삼성SH임대,아파트,양천구,복도식,지역난방,2,506,27610,16577,177
2045,A15876401,서울주택도시공사 목동현대B 임대아파트,아파트,양천구,복도식,지역난방,2,564,31499,18477,0
2078,A15879501,신정푸른마을1단지임대,아파트,양천구,복도식,지역난방,4,500,43508,23057,369
2141,A15809002,신정이펜하우스2단지,아파트,양천구,계단식,지역난방,20,471,79443,39672,0
2143,A15807003,신정이펜하우스5단지,아파트,양천구,계단식,지역난방,7,238,38512,18860,0
2144,A15807004,신정이펜하우스4단지,아파트,양천구,혼합식,지역난방,12,546,79822,41025,656
2146,A15879502,신정이펜하우스3단지,아파트,양천구,혼합식,지역난방,22,1339,181743,85347,0
2184,A15883401,신정뉴타운두산위브,아파트,양천구,혼합식,개별난방,6,357,55831,26398,399
2207,A15878601,금하뜨라네,아파트,양천구,계단식,개별난방,6,155,16336,13129,0
3101,A15870701,신정이펜하우스1단지(총세대 기준),아파트,양천구,혼합식,지역난방,12,466,70705,37060,594
3261,A15883402,신정뉴타운롯데캐슬,아파트,양천구,혼합식,개별난방,11,930,136790,69537,1005
6681,A10027849,목동센트럴푸르지오아파트,주상복합,양천구,계단식,지역난방,2,248,46039,22860,353
7003,A10027375,목동힐스테이트,아파트,양천구,타워형,개별난방,15,1081,170226,83559,1337
7261,B20161229,신월신도브래뉴2차,,양천구,계단식,개별난방,2,126,17232,,149
15089,A10027396,신정숲속마을아파트,아파트,양천구,혼합식,지역난방,7,560,64358,30992,531
20461,A10026023,목동롯데캐슬 마에스트로,아파트,양천구,계단식,지역난방,6,410,62710,29487,486
20861,A10025729,목동파크자이아파트,아파트,양천구,계단식,지역난방,8,356,57998,30333,459
21081,A10025649,신정이든채,아파트,양천구,복도식,지역난방,4,499,37895,18486,333
40049,A10024872,목동 센트럴 아이파크위브 아파트,아파트,양천구,혼합식,개별난방,35,3045,431149,208642,3476
40063,A10024823,목동금호타운아파트,아파트,양천구,기타,개별난방,,103,0,7560,88
40167,A10024398,래미안 목동아델리체,아파트,양천구,혼합식,지역난방,23,1497,244199,113066,2026
22,A15001001,여의도초원,아파트,영등포구,복도식,지역난방,1,153,12876,10242,92
50,A15007101,대림갑을명가,아파트,영등포구,계단식,개별난방,2,157,21239,13326,181
63,A15088802,여의도화랑,아파트,영등포구,계단식,지역난방,3,160,20628,18083,155
64,A15009501,문래진주,아파트,영등포구,계단식,개별난방,3,160,20732,16101,130
65,A15083701,신길삼두,아파트,영등포구,복도식,개별난방,1,160,10684,7333,45
88,A15086001,보라매두산위브,아파트,영등포구,계단식,개별난방,2,164,27724,17039,253
90,A15086201,양평서통한신,아파트,영등포구,계단식,개별난방,2,165,22545,13286,208
96,A15009502,문래현대3차,아파트,영등포구,계단식,개별난방,2,166,18872,14025,102
108,A15004101,당산신동아파밀리에,아파트,영등포구,계단식,개별난방,4,167,20885,10789,171
120,A15010301,양평우림루미아트,아파트,영등포구,계단식,개별난방,2,170,23815,13213,181
124,A15009601,문래미원아파트,아파트,영등포구,혼합식,개별난방,2,170,22348,14123,176
151,A15010201,양평상록수,아파트,영등포구,복도식,개별난방,1,176,12827,8292,80
163,A15010302,양평경남1차,아파트,영등포구,혼합식,개별난방,1,179,21487,12499,187
164,A15010303,양평동삼천리아파트,아파트,영등포구,계단식,개별난방,2,179,25884,15200,215
187,A15010501,양평동보아파트,아파트,영등포구,계단식,개별난방,2,184,22040,14496,202
196,A15009602,문래한신,아파트,영등포구,혼합식,개별난방,2,186,20288,14514,0
217,A15001003,여의도서울,아파트,영등포구,계단식,지역난방,2,192,35579,29674,260
236,A15001004,여의도장미,아파트,영등포구,혼합식,지역난방,2,196,32282,29309,220
250,A15086601,양평경남2차아너스빌,아파트,영등포구,복도식,개별난방,1,198,26742,13077,213
261,A15080402,당산삼익,아파트,영등포구,복도식,개별난방,2,176,26886,13101,130
262,A15083201,도림청구,아파트,영등포구,혼합식,개별난방,1,200,23246,13780,207
268,A15009503,문래대림,아파트,영등포구,혼합식,개별난방,1,200,24444,15217,251
290,A15004501,당산성원아파트,아파트,영등포구,혼합식,개별난방,2,205,25867,16005,238
333,A15004502,당산디오빌,주상복합,영등포구,복도식,개별난방,1,212,21716,7943,195
336,A15010304,양평삼호,아파트,영등포구,혼합식,개별난방,1,213,26900,15817,221
338,A15005102,신기목련,아파트,영등포구,복도식,개별난방,2,213,15140,9970,118
344,A15005602,신길우창,아파트,영등포구,복도식,개별난방,2,214,18782,13422,163
361,A15086702,삼호한숲,아파트,영등포구,혼합식,개별난방,2,216,27738,16127,224
368,A15009603,문래대원,아파트,영등포구,계단식,개별난방,3,218,29057,16969,240
371,A15010601,양평한솔,아파트,영등포구,혼합식,개별난방,2,219,30702,16947,245
373,A15081201,대림성원,아파트,영등포구,계단식,개별난방,2,220,25821,15872,166
421,A15007002,신대림한솔솔파크,아파트,영등포구,계단식,개별난방,5,232,34345,19866,274
476,A15001005,여의도금호리첸시아,주상복합,영등포구,계단식,지역난방,2,248,63292,34976,517
518,A15004503,당산2차효성타운,아파트,영등포구,계단식,개별난방,3,258,35198,21770,301
535,A15010602,양평동양,아파트,영등포구,혼합식,개별난방,3,263,34714,20880,304
545,A15080501,한강아파트,아파트,영등포구,혼합식,개별난방,2,265,33622,19680,283
548,A15009604,문래현대1차,아파트,영등포구,혼합식,개별난방,2,264,25301,19176,210
551,A15009605,문래현대6차아파트,아파트,영등포구,혼합식,개별난방,2,270,32567,20111,241
554,A15083601,문래국화,아파트,영등포구,계단식,개별난방,2,270,32443,24906,255
557,A15003001,영등포두산위브,아파트,영등포구,계단식,개별난방,4,271,38789,21651,304
591,A15081602,대림현대2차,아파트,영등포구,계단식,개별난방,2,280,32405,23727,290
593,A15009504,문래현대5차아파트,아파트,영등포구,계단식,개별난방,2,282,32901,23908,178
603,A15005501,신길뉴타운한화꿈에그린,아파트,영등포구,계단식,개별난방,6,284,48059,27684,418
628,A15089307,여의대우트럼프월드2차,주상복합,영등포구,계단식,지역난방,2,218,43517,33690,542
632,A15004403,당산금호어울림,아파트,영등포구,계단식,개별난방,6,292,41632,25480,350
674,A15009606,문래베어스타운,아파트,영등포구,계단식,개별난방,2,304,38179,22738,0
682,A15088208,여의도목화,아파트,영등포구,복도식,지역난방,2,312,26867,24723,180
684,A15010305,양평현대2차,아파트,영등포구,계단식,개별난방,3,312,32405,25247,244
696,A15005301,신길우성5차,아파트,영등포구,계단식,개별난방,3,321,34004,27279,234
704,A15001009,여의도수정,아파트,영등포구,혼합식,지역난방,3,329,46529,42869,240
727,A15080204,당산한양,아파트,영등포구,계단식,개별난방,3,338,34036,27269,300
748,A15083202,도림동아에코빌,아파트,영등포구,혼합식,개별난방,5,346,49251,28533,401
754,A15081001,래미안당산1차아파트,아파트,영등포구,계단식,개별난방,4,348,43332,28639,342
780,A15089510,여의도은하,아파트,영등포구,계단식,지역난방,4,360,47603,43747,314
782,A15080604,당산유원제일1차,아파트,영등포구,복도식,개별난방,5,360,31942,22610,230
783,A15089411,여의도삼익,아파트,영등포구,계단식,지역난방,4,360,47520,44318,372
796,A15083602,문래공원한신,아파트,영등포구,혼합식,개별난방,2,367,32775,24617,208
799,A15083703,신길경남,아파트,영등포구,혼합식,개별난방,5,368,49861,29601,435
808,A15086603,양평성원,아파트,영등포구,계단식,개별난방,2,372,46041,31491,333
813,A15001012,여의도공작,아파트,영등포구,복도식,지역난방,4,373,44708,40457,0
820,A15089513,여의도진주,아파트,영등포구,복도식,지역난방,4,376,33447,24613,190
822,A15081802,대림한신2차,아파트,영등포구,혼합식,개별난방,2,234,33926,18324,287
831,A15009402,문래삼환,아파트,영등포구,계단식,개별난방,5,382,49032,29296,401
832,A15009505,문래두산위브,아파트,영등포구,복도식,개별난방,3,383,38376,27231,350
833,A15005603,신길삼성,아파트,영등포구,복도식,개별난방,2,384,30550,21766,218
844,A15005302,신길건영,아파트,영등포구,복도식,개별난방,4,386,44463,31387,262
848,A15010202,양평삼성래미안,아파트,영등포구,혼합식,개별난방,5,388,50959,30974,87
852,A15009201,문래남성,아파트,영등포구,복도식,개별난방,2,390,32232,22676,256
853,A15009607,문래현대2차,아파트,영등포구,혼합식,개별난방,2,390,31657,22872,208
862,A15004405,당산2차삼성,아파트,영등포구,혼합식,개별난방,4,392,53073,29064,388
872,A15004504,당산상아,아파트,영등포구,혼합식,개별난방,4,400,39197,28772,166
881,A15007201,신대림자이,주상복합,영등포구,계단식,개별난방,4,314,56075,28257,468
886,A15088614,롯데캐슬엠파이어,주상복합,영등포구,복도식,지역난방,2,406,114226,59758,0
899,A15004505,당산유원제일2차,아파트,영등포구,계단식,개별난방,5,410,56902,45559,420
916,A15010203,양평벽산,아파트,영등포구,복도식,개별난방,3,417,35329,24913,400
923,A15085404,신길한성,아파트,영등포구,계단식,개별난방,5,420,57972,36505,445
951,A15081503,대림우성,아파트,영등포구,혼합식,기타,4,435,38736,29561,217
978,A15088915,롯데캐슬아이비,주상복합,영등포구,혼합식,지역난방,2,445,124284,63934,1081
1012,A15080002,당산진로,아파트,영등포구,혼합식,개별난방,4,461,52800,40349,551
1024,A15080205,당산동부센트레빌,아파트,영등포구,계단식,개별난방,6,468,83533,49404,749
1033,A15081604,대림3동현대아파트,아파트,영등포구,계단식,개별난방,3,476,51181,39798,450
1034,A15005001,신길우성4차,아파트,영등포구,계단식,개별난방,4,476,53207,38900,292
1035,A15086004,신길우성3차아파트,아파트,영등포구,혼합식,개별난방,5,477,48820,33366,192
1048,A15004506,당산효성1차,아파트,영등포구,계단식,개별난방,6,480,65774,41078,580
1051,A15081105,대림코오롱,아파트,영등포구,계단식,개별난방,5,481,64122,40052,565
1078,A15086202,양평신동아아파트,아파트,영등포구,복도식,개별난방,4,495,39703,26445,400
1099,A15004406,당산현대3차,아파트,영등포구,혼합식,개별난방,6,509,48440,38466,300
1114,A15085805,신길남서울,아파트,영등포구,계단식,개별난방,13,518,32295,24644,270
1117,A15003801,영등포삼환,아파트,영등포구,혼합식,중앙난방,7,520,73539,41685,578
1126,A15010306,양평거성파스텔,아파트,영등포구,계단식,개별난방,7,532,78630,48513,693
1130,A15004201,당산동대우,아파트,영등포구,혼합식,중앙난방,2,536,50379,19303,542
1135,A15003802,당산푸르지오,아파트,영등포구,계단식,개별난방,9,538,104018,57056,851
1185,A15001016,여의도대교,아파트,영등포구,복도식,지역난방,4,576,61488,64985,0
1188,A15088717,여의도미성,아파트,영등포구,혼합식,지역난방,5,577,70062,66453,0
1202,A15088918,여의도한양,아파트,영등포구,혼합식,지역난방,8,588,88763,84547,621
1208,A15081606,대림신동아,아파트,영등포구,복도식,개별난방,4,591,58341,40209,239
1215,A15003701,영등포경남아너스빌,아파트,영등포구,혼합식,개별난방,8,600,84197,49162,706
1286,A15086006,보라매경남아너스빌,아파트,영등포구,계단식,개별난방,9,669,73157,57011,799
1301,A15005303,신길1차우성아파트,아파트,영등포구,혼합식,개별난방,6,688,61767,46238,662
1334,A15086007,신길우성2차,아파트,영등포구,혼합식,개별난방,7,725,68386,51974,297
1350,A15001019,여의도광장,아파트,영등포구,계단식,지역난방,10,744,109237,100427,910
1370,A15010307,양평동6차현대아파트,아파트,영등포구,계단식,개별난방,9,770,99216,58914,809
1375,A15083603,문래힐스테이트,아파트,영등포구,계단식,개별난방,14,776,157024,92300,1400
1380,A15004202,당산2가현대,아파트,영등포구,계단식,개별난방,7,783,99571,64809,740
1397,A15081002,당산강변래미안3차,아파트,영등포구,계단식,기타,13,801,128722,68259,1010
